id,engine_no,time_in_cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,time
92,1,93,20.0071,0.7,100.0,491.19,606.58,1473.21,1232.98,9.35,13.61,332.83,2323.65,8705.95,1.07,43.89,312.7,2387.82,8045.65,9.1983,0.02,363,2324,100.0,24.33,14.6484,2000-01-01 15:20:00
544,2,224,10.0054,0.2506,100.0,489.05,604.81,1505.8,1311.77,10.52,15.49,393.7,2318.98,8784.0,1.26,45.56,371.1,2388.16,8129.8,8.6742,0.03,370,2319,100.0,28.44,16.9972,2000-01-04 18:40:00
631,3,12,35.0047,0.8403,100.0,449.44,554.6,1358.45,1119.74,5.48,7.99,194.46,2223.01,8356.73,1.02,41.71,183.38,2388.07,8068.06,9.2648,0.02,333,2223,100.0,14.81,8.8708,2000-01-05 09:10:00
287,1,288,0.0015,0.0,100.0,518.67,642.62,1584.53,1413.35,14.62,21.58,561.23,2388.26,9091.71,1.31,47.61,529.14,2388.24,8161.33,8.3212,0.03,393,2388,100.0,39.44,23.6491,2000-01-02 23:50:00
36,1,37,35.0002,0.84,100.0,449.44,555.46,1356.76,1115.28,5.48,7.97,193.14,2222.77,8334.09,1.02,41.36,181.89,2387.88,8053.58,9.2801,0.02,332,2223,100.0,14.94,8.8709,2000-01-01 06:00:00
358,2,38,20.0009,0.7,100.0,491.19,606.75,1477.64,1245.4,9.35,13.65,334.97,2323.86,8712.74,1.08,44.19,315.22,2388.05,8055.9,9.1984,0.02,364,2324,100.0,24.58,14.7194,2000-01-03 11:40:00
385,2,65,24.9984,0.6203,60.0,462.54,536.55,1253.27,1049.71,7.05,9.03,175.83,1915.34,8007.44,0.94,36.45,165.04,2028.2,7874.26,10.87,0.02,306,1915,84.93,14.37,8.5985,2000-01-03 16:10:00
503,2,183,10.0011,0.25,100.0,489.05,604.38,1506.6,1310.46,10.52,15.49,394.93,2318.91,8779.16,1.26,45.38,372.14,2388.1,8122.55,8.6128,0.03,369,2319,100.0,28.72,17.1658,2000-01-04 11:50:00
321,2,1,41.9998,0.84,100.0,445.0,548.99,1341.82,1113.16,3.91,5.71,138.87,2211.84,8314.83,1.02,42.03,130.36,2387.98,8082.37,9.33,0.02,331,2212,100.0,10.77,6.2894,2000-01-03 05:30:00
399,2,79,35.0001,0.84,100.0,449.44,555.5,1360.68,1127.17,5.48,8.0,194.84,2222.85,8346.27,1.02,41.56,182.83,2387.98,8064.86,9.3143,0.02,332,2223,100.0,14.73,8.8767,2000-01-03 18:30:00
342,2,22,20.0075,0.7,100.0,491.19,606.9,1482.84,1243.64,9.35,13.65,335.29,2323.95,8722.93,1.08,44.05,315.96,2388.03,8059.65,9.2476,0.02,365,2324,100.0,24.64,14.7116,2000-01-03 09:00:00
541,2,221,41.9987,0.84,100.0,445.0,549.49,1348.0,1124.59,3.91,5.71,139.21,2211.92,8317.87,1.02,42.25,130.39,2387.97,8087.2,9.3355,0.02,332,2212,100.0,10.59,6.3548,2000-01-04 18:10:00
463,2,143,10.0021,0.25,100.0,489.05,604.88,1499.27,1303.06,10.52,15.49,393.99,2318.85,8776.11,1.26,45.36,372.17,2388.08,8133.92,8.6095,0.03,370,2319,100.0,28.58,17.2162,2000-01-04 05:10:00
337,2,17,20.0009,0.7,100.0,491.19,607.35,1486.71,1236.43,9.35,13.65,334.39,2323.92,8723.79,1.08,44.12,315.26,2388.04,8060.85,9.1868,0.02,365,2324,100.0,24.5,14.7589,2000-01-03 08:10:00
214,1,215,42.0022,0.8411,100.0,445.0,549.35,1349.11,1116.37,3.91,5.69,138.78,2211.99,8313.36,1.02,41.98,130.34,2388.06,8082.33,9.2955,0.02,330,2212,100.0,10.61,6.2636,2000-01-02 11:40:00
424,2,104,25.0038,0.6208,60.0,462.54,536.67,1252.64,1048.84,7.05,9.02,175.56,1915.33,8009.62,0.94,36.52,165.1,2028.24,7871.57,10.848,0.02,306,1915,84.93,14.42,8.5925,2000-01-03 22:40:00
364,2,44,42.0043,0.8415,100.0,445.0,548.59,1349.27,1122.59,3.91,5.72,139.06,2211.87,8310.25,1.02,42.02,130.71,2387.99,8086.73,9.3102,0.02,329,2212,100.0,10.79,6.3981,2000-01-03 12:40:00
847,3,228,9.9984,0.2516,100.0,489.05,605.51,1502.49,1306.04,10.52,15.48,399.29,2319.14,8795.49,1.26,45.46,375.88,2388.31,8153.61,8.5493,0.03,370,2319,100.0,28.88,17.4225,2000-01-06 21:10:00
62,1,63,0.0026,0.0,100.0,518.67,642.41,1574.98,1388.29,14.62,21.57,550.74,2387.57,9037.5,1.3,46.95,519.63,2387.56,8120.54,8.4093,0.03,390,2388,100.0,38.83,23.3222,2000-01-01 10:20:00
477,2,157,25.0002,0.62,60.0,462.54,536.59,1259.51,1052.22,7.05,9.03,175.52,1915.3,8020.23,0.94,36.63,164.49,2028.23,7869.16,10.8835,0.02,305,1915,84.93,14.29,8.6256,2000-01-04 07:30:00
299,1,300,0.0021,0.0,100.0,518.67,643.06,1596.09,1413.01,14.62,21.58,563.39,2388.31,9099.61,1.31,47.73,530.8,2388.32,8169.88,8.2907,0.03,396,2388,100.0,39.5,23.655,2000-01-03 01:50:00
153,1,154,25.0,0.62,60.0,462.54,536.45,1250.45,1040.74,7.05,9.0,175.35,1915.28,7995.06,0.94,36.63,164.21,2028.17,7861.01,10.8484,0.02,306,1915,84.93,14.35,8.5502,2000-01-02 01:30:00
244,1,245,19.9996,0.7,100.0,491.19,606.84,1485.52,1246.53,9.35,13.61,336.56,2323.91,8722.87,1.08,44.36,315.83,2388.06,8067.44,9.1293,0.02,364,2324,100.0,24.6,14.8015,2000-01-02 16:40:00
646,3,27,10.0054,0.25,100.0,489.05,604.72,1495.4,1299.68,10.52,15.48,396.42,2318.89,8776.6,1.26,45.28,373.51,2388.05,8134.96,8.5882,0.03,369,2319,100.0,28.75,17.3681,2000-01-05 11:40:00
437,2,117,10.0059,0.2506,100.0,489.05,604.21,1501.45,1299.84,10.52,15.49,395.74,2318.92,8770.07,1.26,45.08,371.9,2388.07,8126.91,8.6493,0.03,369,2319,100.0,28.77,17.0153,2000-01-04 00:50:00
13,1,14,20.0056,0.7008,100.0,491.19,607.32,1470.33,1242.41,9.35,13.61,333.71,2323.72,8714.35,1.07,43.92,313.3,2387.85,8051.34,9.2272,0.02,364,2324,100.0,24.3,14.7105,2000-01-01 02:10:00
152,1,153,25.0053,0.62,60.0,462.54,536.43,1262.22,1040.0,7.05,9.0,175.07,1915.25,8000.68,0.94,36.39,163.69,2028.18,7866.92,10.864,0.02,306,1915,84.93,14.42,8.5167,2000-01-02 01:20:00
654,3,35,0.0002,0.0,100.0,518.67,642.28,1582.96,1409.55,14.62,21.6,556.26,2388.04,9062.8,1.3,47.21,524.31,2388.03,8145.59,8.3701,0.03,392,2388,100.0,39.03,23.5046,2000-01-05 13:00:00
612,2,292,25.0012,0.6204,60.0,462.54,537.25,1266.48,1065.79,7.05,9.03,174.52,1915.45,8018.54,0.94,37.33,164.56,2028.37,7886.27,11.001,0.02,309,1915,84.93,14.06,8.3943,2000-01-05 06:00:00
304,1,305,0.0016,0.0,100.0,518.67,642.94,1598.86,1421.57,14.62,21.58,564.02,2388.41,9097.85,1.31,47.87,531.54,2388.33,8176.48,8.2561,0.03,396,2388,100.0,39.25,23.6714,2000-01-03 02:40:00
170,1,171,9.9998,0.25,100.0,489.05,604.45,1495.4,1299.94,10.52,15.46,393.7,2318.7,8776.96,1.26,44.95,371.0,2387.92,8129.09,8.5932,0.03,367,2319,100.0,28.56,17.2238,2000-01-02 04:20:00
799,3,180,10.0077,0.25,100.0,489.05,604.52,1498.66,1306.23,10.52,15.48,397.82,2318.96,8784.15,1.26,45.24,374.74,2388.19,8148.16,8.5358,0.03,369,2319,100.0,28.84,17.2152,2000-01-06 13:10:00
596,2,276,35.0048,0.8404,100.0,449.44,556.33,1370.97,1141.33,5.48,8.0,194.08,2223.04,8357.64,1.02,42.33,182.67,2388.13,8065.29,9.4044,0.02,338,2223,100.0,14.94,8.8533,2000-01-05 03:20:00
827,3,208,25.0041,0.6217,60.0,462.54,536.71,1258.16,1045.31,7.05,9.01,176.6,1915.48,8018.53,0.94,36.55,165.84,2028.45,7882.85,10.784,0.02,306,1915,84.93,14.42,8.6976,2000-01-06 17:50:00
34,1,35,9.9991,0.25,100.0,489.05,604.18,1491.92,1296.02,10.52,15.47,393.79,2318.73,8769.63,1.26,44.93,370.54,2387.9,8122.59,8.5963,0.03,367,2319,100.0,28.41,17.2067,2000-01-01 05:40:00
452,2,132,25.0028,0.62,60.0,462.54,536.5,1261.99,1046.97,7.05,9.02,175.3,1915.26,8006.43,0.94,36.53,164.86,2028.13,7871.65,10.8833,0.02,306,1915,84.93,14.35,8.5933,2000-01-04 03:20:00
441,2,121,42.0055,0.84,100.0,445.0,549.46,1354.41,1119.7,3.91,5.72,139.02,2211.84,8306.94,1.02,41.79,130.67,2387.91,8081.03,9.3361,0.02,332,2212,100.0,10.57,6.3467,2000-01-04 01:30:00
374,2,54,35.006,0.84,100.0,449.44,554.9,1367.23,1127.67,5.48,8.0,193.95,2222.84,8344.06,1.02,41.73,183.32,2387.9,8066.86,9.3155,0.02,332,2223,100.0,14.87,8.937000000000003,2000-01-03 14:20:00
253,1,254,10.0058,0.25,100.0,489.05,604.66,1499.83,1309.53,10.52,15.46,396.52,2318.94,8785.19,1.26,45.42,373.41,2388.11,8146.93,8.58,0.03,369,2319,100.0,28.71,17.2996,2000-01-02 18:10:00
17,1,18,42.0018,0.84,100.0,445.0,549.42,1344.69,1113.86,3.91,5.7,137.42,2211.94,8309.02,1.02,41.7,130.18,2387.98,8079.03,9.347,0.02,329,2212,100.0,10.62,6.3735,2000-01-01 02:50:00
417,2,97,25.0043,0.6216,60.0,462.54,536.72,1259.78,1038.96,7.05,9.02,176.14,1915.24,8001.69,0.94,36.55,164.73,2028.16,7874.23,10.8953,0.02,308,1915,84.93,14.5,8.6234,2000-01-03 21:30:00
180,1,181,0.0022,0.0,100.0,518.67,641.86,1580.64,1395.85,14.62,21.58,553.53,2387.94,9048.86,1.3,47.16,522.95,2387.98,8139.7,8.3796,0.03,391,2388,100.0,39.06,23.4657,2000-01-02 06:00:00
33,1,34,35.0052,0.8403,100.0,449.44,554.64,1351.01,1122.88,5.48,7.98,193.26,2222.77,8335.33,1.02,41.37,182.43,2387.87,8058.22,9.3291,0.02,333,2223,100.0,14.89,8.9402,2000-01-01 05:30:00
326,2,6,10.0044,0.2519,100.0,489.05,604.02,1493.35,1294.04,10.52,15.49,395.04,2318.83,8764.91,1.26,45.14,372.3,2388.05,8122.94,8.6255,0.03,368,2319,100.0,28.77,17.2051,2000-01-03 06:20:00
146,1,147,19.999,0.7005,100.0,491.19,606.66,1474.26,1239.48,9.35,13.61,333.69,2323.76,8714.07,1.07,44.14,313.76,2387.89,8057.27,9.1998,0.02,362,2324,100.0,24.46,14.7882,2000-01-02 00:20:00
624,3,5,0.0007,0.0015,100.0,518.67,642.22,1584.73,1401.2,14.62,21.59,556.8,2388.11,9060.33,1.3,47.27,523.65,2387.95,8139.21,8.3341,0.03,392,2388,100.0,39.12,23.5334,2000-01-05 08:00:00
772,3,153,35.0068,0.8405,100.0,449.44,555.29,1363.04,1125.19,5.48,7.99,195.55,2223.07,8359.38,1.03,41.78,184.24,2388.16,8073.05,9.248,0.02,332,2223,100.0,15.0,8.9979,2000-01-06 08:40:00
89,1,90,0.0021,0.0006,100.0,518.67,642.07,1576.06,1384.53,14.62,21.58,552.98,2387.94,9048.04,1.3,47.19,520.69,2387.94,8131.56,8.4011,0.03,391,2388,100.0,38.95,23.4175,2000-01-01 14:50:00
721,3,102,0.0017,0.0001,100.0,518.67,641.96,1590.71,1399.79,14.62,21.6,557.41,2388.05,9063.94,1.3,47.43,525.04,2388.06,8142.71,8.3691,0.03,391,2388,100.0,39.16,23.4612,2000-01-06 00:10:00
224,1,225,25.0019,0.622,60.0,462.54,537.07,1256.43,1040.15,7.05,9.01,176.45,1915.41,8009.7,0.94,36.61,165.11,2028.29,7874.86,10.7836,0.02,308,1915,84.93,14.22,8.6566,2000-01-02 13:20:00
555,2,235,25.0042,0.6205,60.0,462.54,537.09,1257.69,1044.48,7.05,9.03,176.04,1915.34,8013.49,0.94,36.85,164.28,2028.26,7876.69,10.8927,0.02,308,1915,84.93,14.11,8.6391,2000-01-04 20:30:00
615,2,295,19.9982,0.7002,100.0,491.19,608.6,1501.41,1263.71,9.35,13.66,333.34,2324.21,8746.56,1.07,44.88,313.79,2388.27,8067.36,9.3213,0.03,368,2324,100.0,24.25,14.6146,2000-01-05 06:30:00
254,1,255,35.0069,0.84,100.0,449.44,555.72,1353.47,1123.29,5.48,7.97,195.37,2223.04,8352.55,1.03,41.75,183.24,2388.16,8075.19,9.2251,0.02,333,2223,100.0,14.9,8.9047,2000-01-02 18:20:00
797,3,178,20.0048,0.7012,100.0,491.19,607.1,1482.59,1243.88,9.35,13.63,337.17,2324.0,8724.32,1.08,44.25,317.04,2388.16,8065.36,9.0956,0.02,364,2324,100.0,24.62,14.7195,2000-01-06 12:50:00
840,3,221,10.0029,0.251,100.0,489.05,604.49,1499.85,1311.48,10.52,15.48,398.01,2319.07,8797.46,1.26,45.38,375.36,2388.24,8150.68,8.5381,0.03,369,2319,100.0,28.81,17.2773,2000-01-06 20:00:00
42,1,43,25.0043,0.6212,60.0,462.54,536.31,1256.04,1028.79,7.05,9.01,174.24,1915.24,7994.03,0.94,36.42,163.84,2028.18,7865.94,10.8548,0.02,305,1915,84.93,14.4,8.6184,2000-01-01 07:00:00
551,2,231,41.9985,0.8416,100.0,445.0,549.31,1360.88,1130.19,3.91,5.72,139.01,2211.87,8325.47,1.02,42.26,130.27,2387.97,8083.41,9.4042,0.02,332,2212,100.0,10.55,6.242000000000001,2000-01-04 19:50:00
411,2,91,20.0005,0.7,100.0,491.19,607.04,1479.77,1250.81,9.35,13.65,334.67,2323.89,8718.34,1.08,44.13,315.74,2388.07,8062.21,9.178,0.02,364,2324,100.0,24.5,14.8532,2000-01-03 20:30:00
395,2,75,42.0022,0.84,100.0,445.0,549.37,1352.04,1118.96,3.91,5.72,139.41,2211.87,8317.53,1.02,42.03,130.92,2387.97,8080.28,9.3429,0.02,328,2212,100.0,10.62,6.4302,2000-01-03 17:50:00
310,1,311,42.0044,0.8401,100.0,445.0,549.86,1364.9,1141.2,3.91,5.69,141.82,2212.41,8369.27,1.04,42.4,133.26,2388.5,8125.58,9.0937,0.02,332,2212,100.0,10.79,6.4548,2000-01-03 03:40:00
513,2,193,20.0037,0.7007,100.0,491.19,607.66,1483.09,1245.67,9.35,13.66,334.38,2323.91,8728.61,1.08,44.33,314.94,2388.11,8061.85,9.2438,0.02,365,2324,100.0,24.64,14.6071,2000-01-04 13:30:00
518,2,198,0.0003,0.0,100.0,518.67,643.19,1588.14,1401.02,14.62,21.61,553.01,2388.07,9055.52,1.3,47.43,521.8,2388.1,8132.51,8.4796,0.03,394,2388,100.0,38.82,23.3045,2000-01-04 14:20:00
666,3,47,41.9996,0.84,100.0,445.0,549.39,1349.57,1112.58,3.91,5.7,139.72,2211.98,8321.42,1.03,41.71,131.26,2388.04,8090.08,9.3046,0.02,330,2212,100.0,10.63,6.3641,2000-01-05 15:00:00
431,2,111,24.9986,0.621,60.0,462.54,536.46,1260.94,1039.47,7.05,9.02,176.42,1915.28,8004.51,0.94,36.43,164.56,2028.18,7871.81,10.8897,0.02,306,1915,84.93,14.31,8.52,2000-01-03 23:50:00
120,1,121,35.001,0.84,100.0,449.44,555.1,1348.61,1113.96,5.48,7.98,192.81,2222.77,8334.48,1.02,41.52,182.13,2387.93,8058.81,9.2515,0.02,332,2223,100.0,14.82,8.9027,2000-01-01 20:00:00
455,2,135,25.0044,0.62,60.0,462.54,536.65,1257.1,1044.39,7.05,9.02,175.55,1915.26,8007.59,0.94,36.61,164.68,2028.21,7875.09,10.8684,0.02,305,1915,84.93,14.29,8.6032,2000-01-04 03:50:00
106,1,107,25.0073,0.6206,60.0,462.54,536.2,1258.8,1035.5,7.05,9.0,174.56,1915.23,7997.07,0.94,36.46,163.35,2028.12,7861.63,10.8509,0.02,305,1915,84.93,14.24,8.6356,2000-01-01 17:40:00
113,1,114,10.0039,0.2509,100.0,489.05,604.28,1493.73,1295.14,10.52,15.46,393.2,2318.64,8769.27,1.26,45.0,369.99,2387.87,8122.62,8.6053,0.03,368,2319,100.0,28.6,17.1584,2000-01-01 18:50:00
427,2,107,9.9981,0.25,100.0,489.05,604.74,1495.27,1306.32,10.52,15.49,395.82,2318.86,8771.13,1.26,45.28,372.07,2388.1,8126.06,8.6415,0.03,371,2319,100.0,28.82,17.1272,2000-01-03 23:10:00
136,1,137,42.0051,0.8413,100.0,445.0,549.5,1343.94,1114.96,3.91,5.69,138.13,2211.94,8312.78,1.02,41.74,130.31,2388.0,8076.73,9.3641,0.02,328,2212,100.0,10.72,6.3056,2000-01-01 22:40:00
345,2,25,10.0034,0.2504,100.0,489.05,604.66,1496.95,1294.67,10.52,15.49,395.16,2318.81,8773.75,1.26,45.22,371.67,2388.02,8123.71,8.629,0.03,367,2319,100.0,28.79,17.2477,2000-01-03 09:30:00
741,3,122,0.0025,0.0017,100.0,518.67,642.32,1579.52,1402.07,14.62,21.6,556.69,2388.04,9058.36,1.3,47.31,524.32,2388.01,8141.56,8.3199,0.03,393,2388,100.0,39.24,23.406,2000-01-06 03:30:00
632,3,13,10.0047,0.2512,100.0,489.05,604.45,1489.04,1305.94,10.52,15.48,396.04,2318.84,8781.53,1.26,45.09,372.52,2388.02,8135.63,8.5675,0.03,369,2319,100.0,28.83,17.2135,2000-01-05 09:20:00
585,2,265,34.9984,0.84,100.0,449.44,556.19,1373.46,1142.13,5.48,8.0,194.33,2223.07,8362.67,1.02,42.25,183.11,2388.2,8070.09,9.3651,0.02,336,2223,100.0,14.7,8.8738,2000-01-05 01:30:00
221,1,222,42.0007,0.84,100.0,445.0,549.39,1350.21,1109.78,3.91,5.69,138.61,2212.0,8321.04,1.02,41.77,129.9,2388.09,8084.32,9.2734,0.02,330,2212,100.0,10.72,6.4661,2000-01-02 12:50:00
290,1,291,25.0067,0.62,60.0,462.54,536.86,1261.69,1053.07,7.05,9.0,177.71,1915.61,8027.32,0.94,36.9,166.78,2028.57,7892.67,10.7383,0.02,306,1915,84.93,14.39,8.5576,2000-01-03 00:20:00
522,2,202,20.0062,0.7018,100.0,491.19,607.85,1486.14,1253.72,9.35,13.65,334.62,2324.01,8723.45,1.08,44.55,314.82,2388.09,8063.5,9.2398,0.02,363,2324,100.0,24.64,14.7055,2000-01-04 15:00:00
402,2,82,10.0043,0.25,100.0,489.05,604.52,1497.85,1305.23,10.52,15.49,394.75,2318.84,8774.32,1.26,45.28,371.63,2388.07,8125.43,8.6053,0.03,369,2319,100.0,28.71,17.2704,2000-01-03 19:00:00
590,2,270,10.0004,0.25,100.0,489.05,605.4,1505.26,1330.11,10.52,15.5,393.68,2319.14,8790.57,1.26,45.77,371.04,2388.27,8140.22,8.7052,0.03,370,2319,100.0,28.55,17.0503,2000-01-05 02:20:00
859,3,240,41.9984,0.84,100.0,445.0,549.23,1355.9,1129.44,3.91,5.7,140.02,2212.16,8345.35,1.03,42.22,132.08,2388.28,8108.89,9.2067,0.02,331,2212,100.0,10.74,6.4060000000000015,2000-01-06 23:10:00
90,1,91,9.9992,0.25,100.0,489.05,604.5,1495.21,1297.27,10.52,15.47,394.31,2318.68,8770.68,1.26,45.18,370.4,2387.93,8125.2,8.6104,0.03,366,2319,100.0,28.62,16.9787,2000-01-01 15:00:00
285,1,286,35.0033,0.84,100.0,449.44,555.47,1362.33,1131.66,5.48,7.97,196.68,2223.32,8375.82,1.03,41.97,185.7,2388.42,8089.57,9.1451,0.02,335,2223,100.0,15.0,8.9859,2000-01-02 23:30:00
474,2,154,41.9997,0.8414,100.0,445.0,549.82,1353.23,1118.16,3.91,5.71,138.85,2211.84,8313.4,1.02,41.92,130.1,2387.95,8083.39,9.3619,0.02,331,2212,100.0,10.76,6.4619,2000-01-04 07:00:00
776,3,157,42.0063,0.8417,100.0,445.0,549.15,1349.27,1118.57,3.91,5.7,139.36,2212.08,8325.0,1.03,41.85,130.69,2388.11,8096.73,9.2735,0.02,332,2212,100.0,10.47,6.4362,2000-01-06 09:20:00
215,1,216,24.9999,0.6203,60.0,462.54,536.62,1268.2,1041.39,7.05,9.0,175.64,1915.34,8002.48,0.94,36.47,164.85,2028.22,7872.86,10.8151,0.02,305,1915,84.93,14.39,8.6277,2000-01-02 11:50:00
384,2,64,25.0044,0.6219,60.0,462.54,536.74,1249.68,1046.37,7.05,9.02,176.02,1915.26,8002.27,0.94,36.53,164.44,2028.13,7869.37,10.8451,0.02,306,1915,84.93,14.19,8.5394,2000-01-03 16:00:00
858,3,239,24.9997,0.62,60.0,462.54,537.27,1270.23,1046.72,7.05,9.01,177.43,1915.57,8025.35,0.94,36.65,166.32,2028.46,7888.46,10.7744,0.02,308,1915,84.93,14.4,8.6578,2000-01-06 23:00:00
787,3,168,42.0045,0.84,100.0,445.0,549.48,1347.56,1120.21,3.91,5.7,139.4,2212.04,8326.05,1.03,41.92,131.72,2388.18,8097.49,9.257,0.02,330,2212,100.0,10.72,6.4197,2000-01-06 11:10:00
220,1,221,35.008,0.8419,100.0,449.44,555.22,1354.38,1120.61,5.48,7.97,194.68,2223.01,8346.78,1.02,41.86,183.51,2388.09,8067.12,9.2696,0.02,332,2223,100.0,14.76,8.9688,2000-01-02 12:40:00
605,2,285,10.0026,0.25,100.0,489.05,605.62,1505.86,1323.3,10.52,15.5,393.2,2319.1,8793.96,1.26,45.86,370.2,2388.29,8134.69,8.7134,0.03,372,2319,100.0,28.21,17.0421,2000-01-05 04:50:00
423,2,103,20.0077,0.7,100.0,491.19,607.05,1479.23,1251.22,9.35,13.65,335.28,2323.94,8715.66,1.08,44.17,315.46,2388.05,8053.72,9.2119,0.02,365,2324,100.0,24.33,14.6151,2000-01-03 22:30:00
53,1,54,42.0026,0.841,100.0,445.0,548.85,1345.46,1108.95,3.91,5.7,138.18,2211.88,8311.53,1.02,41.8,129.83,2387.99,8075.98,9.355,0.02,329,2212,100.0,10.61,6.3754,2000-01-01 08:50:00
669,3,50,25.0033,0.6211,60.0,462.54,536.38,1258.7,1039.37,7.05,9.01,176.51,1915.41,8008.66,0.94,36.61,165.61,2028.33,7874.2,10.8552,0.02,306,1915,84.93,14.41,8.589,2000-01-05 15:30:00
563,2,243,0.0008,0.0,100.0,518.67,642.56,1594.19,1416.4,14.62,21.61,552.87,2388.14,9062.52,1.3,47.8,520.53,2388.13,8139.76,8.4624,0.03,393,2388,100.0,38.74,23.0691,2000-01-04 21:50:00
616,2,296,20.0078,0.7,100.0,491.19,608.93,1495.42,1278.71,9.35,13.66,333.63,2324.17,8743.57,1.07,45.1,314.26,2388.35,8076.25,9.2883,0.03,368,2324,100.0,24.43,14.5192,2000-01-05 06:40:00
622,3,3,0.0019,0.0002,100.0,518.67,642.37,1583.69,1394.99,14.62,21.6,555.55,2388.04,9060.27,1.3,47.25,523.91,2388.06,8144.02,8.3698,0.03,393,2388,100.0,39.24,23.5148,2000-01-05 07:40:00
278,1,279,25.0009,0.62,60.0,462.54,536.49,1254.3,1044.41,7.05,9.0,176.65,1915.55,8025.76,0.94,36.55,165.35,2028.44,7883.24,10.7596,0.02,306,1915,84.93,14.45,8.7187,2000-01-02 22:20:00
189,1,190,10.0042,0.25,100.0,489.05,604.66,1490.27,1289.4,10.52,15.46,394.2,2318.7,8770.12,1.26,45.0,371.31,2387.95,8129.69,8.6015,0.03,369,2319,100.0,28.78,17.153,2000-01-02 07:30:00
464,2,144,20.002,0.7013,100.0,491.19,607.29,1485.66,1248.52,9.35,13.65,334.8,2323.89,8728.09,1.08,44.41,314.98,2388.05,8056.85,9.1827,0.02,364,2324,100.0,24.62,14.7756,2000-01-04 05:20:00
50,1,51,10.0046,0.2505,100.0,489.05,604.11,1498.59,1303.71,10.52,15.47,393.47,2318.65,8773.48,1.26,45.03,371.04,2387.84,8124.64,8.5976,0.03,367,2319,100.0,28.47,17.1766,2000-01-01 08:20:00
762,3,143,25.0072,0.62,60.0,462.54,536.69,1257.59,1042.87,7.05,9.01,176.57,1915.39,8013.9,0.94,36.76,164.89,2028.32,7876.66,10.8201,0.02,305,1915,84.93,14.46,8.5861,2000-01-06 07:00:00
283,1,284,35.0062,0.84,100.0,449.44,556.03,1364.51,1135.44,5.48,7.97,195.98,2223.29,8370.24,1.03,41.92,185.13,2388.39,8085.22,9.1827,0.02,333,2223,100.0,14.94,9.1698,2000-01-02 23:10:00
793,3,174,34.9982,0.8417,100.0,449.44,555.58,1362.66,1129.27,5.48,7.99,195.51,2223.1,8366.83,1.03,41.94,184.85,2388.17,8074.61,9.245,0.02,333,2223,100.0,14.76,9.0653,2000-01-06 12:10:00
262,1,263,20.0005,0.7003,100.0,491.19,607.29,1485.86,1243.9,9.35,13.61,336.32,2324.03,8735.89,1.08,44.28,317.37,2388.17,8073.08,9.1316,0.02,365,2324,100.0,24.68,14.7969,2000-01-02 19:40:00
83,1,84,20.0031,0.7,100.0,491.19,606.79,1469.57,1238.58,9.35,13.61,332.53,2323.7,8702.15,1.07,43.94,313.84,2387.83,8055.89,9.1847,0.02,364,2324,100.0,24.43,14.7178,2000-01-01 13:50:00
479,2,159,0.0026,0.0016,100.0,518.67,642.3,1591.93,1402.39,14.62,21.61,553.26,2388.05,9052.71,1.3,47.43,521.77,2388.06,8131.65,8.4211,0.03,393,2388,100.0,39.02,23.2189,2000-01-04 07:50:00
282,1,283,0.0026,0.0,100.0,518.67,642.63,1588.31,1407.42,14.62,21.58,559.9,2388.21,9076.58,1.31,47.55,528.45,2388.18,8160.17,8.307,0.03,394,2388,100.0,39.31,23.568,2000-01-02 23:00:00
538,2,218,9.9983,0.2514,100.0,489.05,604.78,1500.15,1311.09,10.52,15.49,393.82,2318.97,8780.31,1.26,45.51,371.76,2388.17,8129.32,8.6958,0.03,369,2319,100.0,28.61,16.964000000000002,2000-01-04 17:40:00
35,1,36,41.9996,0.8402,100.0,445.0,548.75,1339.51,1111.43,3.91,5.7,137.71,2211.84,8298.92,1.02,41.66,129.9,2387.98,8071.54,9.3344,0.02,329,2212,100.0,10.58,6.3067,2000-01-01 05:50:00
289,1,290,10.0065,0.2502,100.0,489.05,604.32,1497.66,1299.22,10.52,15.46,399.91,2319.18,8812.72,1.27,45.41,376.74,2388.36,8154.71,8.5457,0.03,370,2319,100.0,28.81,17.2731,2000-01-03 00:10:00
559,2,239,10.0044,0.2513,100.0,489.05,604.86,1514.65,1309.12,10.52,15.5,394.4,2319.02,8791.35,1.26,45.56,371.22,2388.2,8135.77,8.6854,0.03,372,2319,100.0,28.64,17.0496,2000-01-04 21:10:00
777,3,158,42.0033,0.84,100.0,445.0,549.43,1355.52,1125.51,3.91,5.7,139.23,2212.06,8323.72,1.03,41.75,131.6,2388.12,8089.38,9.2777,0.02,330,2212,100.0,10.62,6.3918,2000-01-06 09:30:00
434,2,114,20.0075,0.7001,100.0,491.19,606.84,1488.89,1246.02,9.35,13.65,334.38,2323.9,8732.8,1.08,44.09,315.16,2388.06,8058.07,9.2187,0.02,365,2324,100.0,24.71,14.7727,2000-01-04 00:20:00
