id,engine_no,time_in_cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,time
61059,249,66,25.0063,0.62,60.0,462.54,536.35,1254.33,1037.51,7.05,9.0,174.74,1915.24,8004.18,0.93,36.34,163.85,2028.08,7866.78,10.8299,0.02,304,1915,84.93,14.13,8.5009,2001-02-28 00:30:00
61060,249,67,42.0065,0.84,100.0,445.0,548.88,1344.42,1114.91,3.91,5.69,137.86,2211.9,8305.33,1.02,42.0,129.59,2388.0,8070.43,9.3348,0.02,329,2212,100.0,10.63,6.432,2001-02-28 00:40:00
61061,249,68,35.0034,0.8409,100.0,449.44,555.05,1351.38,1117.13,5.48,7.97,194.07,2222.81,8338.76,1.02,41.52,181.86,2387.87,8062.05,9.3066,0.02,332,2223,100.0,14.85,8.8682,2001-02-28 00:50:00
61062,249,69,42.0027,0.8409,100.0,445.0,549.48,1344.02,1111.64,3.91,5.69,138.03,2211.9,8304.46,1.01,41.73,129.58,2387.98,8078.16,9.3503,0.02,328,2212,100.0,10.37,6.3881,2001-02-28 01:00:00
61063,249,70,0.0018,0.0001,100.0,518.67,641.85,1583.91,1390.9,14.62,21.58,552.99,2387.96,9050.93,1.3,47.15,520.63,2387.99,8124.2,8.4214,0.03,392,2388,100.0,38.73,23.4406,2001-02-28 01:10:00
61064,249,71,10.0077,0.2507,100.0,489.05,604.14,1491.37,1296.58,10.52,15.46,392.82,2318.69,8767.85,1.26,45.06,370.24,2387.85,8125.92,8.6126,0.03,366,2319,100.0,28.75,17.2408,2001-02-28 01:20:00
61065,249,72,42.0023,0.84,100.0,445.0,549.03,1344.37,1110.11,3.91,5.69,137.78,2211.91,8309.83,1.02,41.57,129.76,2387.98,8072.11,9.3382,0.02,328,2212,100.0,10.34,6.4164,2001-02-28 01:30:00
61066,249,73,41.9982,0.8404,100.0,445.0,548.71,1340.42,1117.06,3.91,5.69,137.77,2211.87,8305.11,1.02,41.59,129.16,2388.02,8072.49,9.349,0.02,328,2212,100.0,10.74,6.3276,2001-02-28 01:40:00
61067,249,74,20.0019,0.7,100.0,491.19,606.5,1483.85,1237.15,9.35,13.6,333.32,2323.7,8713.36,1.07,43.94,313.17,2387.77,8049.37,9.2005,0.02,362,2324,100.0,24.5,14.682,2001-02-28 01:50:00
61068,249,75,42.007,0.84,100.0,445.0,549.29,1338.43,1112.45,3.91,5.69,137.68,2211.96,8306.64,1.01,41.85,129.75,2388.0,8070.27,9.291,0.02,327,2212,100.0,10.44,6.3839,2001-02-28 02:00:00
61069,249,76,25.0063,0.62,60.0,462.54,536.52,1252.26,1034.33,7.05,9.0,174.55,1915.25,7997.37,0.94,36.55,163.83,2028.13,7864.51,10.8509,0.02,306,1915,84.93,14.35,8.6687,2001-02-28 02:10:00
61070,249,77,35.0028,0.842,100.0,449.44,555.24,1359.38,1116.54,5.48,7.97,194.01,2222.8,8339.54,1.02,41.42,182.04,2387.84,8062.3,9.2689,0.02,332,2223,100.0,14.95,8.842,2001-02-28 02:20:00
61071,249,78,35.0053,0.84,100.0,449.44,554.77,1352.95,1122.01,5.48,7.97,193.39,2222.79,8334.61,1.02,41.71,181.65,2387.87,8055.62,9.2774,0.02,332,2223,100.0,14.94,8.9071,2001-02-28 02:30:00
61072,249,79,10.003,0.2519,100.0,489.05,604.39,1492.32,1297.57,10.52,15.45,393.02,2318.7,8765.49,1.26,44.99,370.49,2387.81,8126.35,8.6228,0.03,366,2319,100.0,28.37,17.1449,2001-02-28 02:40:00
61073,249,80,24.9995,0.62,60.0,462.54,536.67,1250.73,1033.52,7.05,9.0,174.48,1915.23,7997.15,0.94,36.34,163.67,2028.15,7871.35,10.8768,0.02,305,1915,84.93,14.45,8.6925,2001-02-28 02:50:00
61074,249,81,42.0049,0.84,100.0,445.0,549.57,1342.81,1110.7,3.91,5.69,137.56,2211.95,8310.84,1.02,41.66,129.64,2388.0,8081.41,9.3319,0.02,328,2212,100.0,10.47,6.3554,2001-02-28 03:00:00
61075,249,82,25.0048,0.6217,60.0,462.54,536.32,1256.76,1041.38,7.05,9.0,174.61,1915.27,7999.09,0.94,36.47,164.16,2028.17,7867.45,10.8929,0.02,305,1915,84.93,14.29,8.5017,2001-02-28 03:10:00
61076,249,83,25.0063,0.6213,60.0,462.54,536.45,1251.31,1036.84,7.05,9.0,175.0,1915.28,8005.5,0.94,36.45,164.1,2028.16,7872.13,10.8851,0.02,304,1915,84.93,14.25,8.5864,2001-02-28 03:20:00
61077,249,84,35.0054,0.8412,100.0,449.44,555.4,1355.66,1117.82,5.48,7.97,193.99,2222.81,8343.56,1.02,41.38,181.68,2387.95,8061.25,9.3154,0.02,332,2223,100.0,14.7,8.8869,2001-02-28 03:30:00
61078,249,85,41.9988,0.84,100.0,445.0,548.79,1348.12,1108.25,3.91,5.69,137.67,2211.9,8308.04,1.01,41.63,129.73,2388.01,8076.0,9.3642,0.02,330,2212,100.0,10.66,6.3616,2001-02-28 03:40:00
61079,249,86,42.0046,0.8413,100.0,445.0,549.23,1345.35,1113.01,3.91,5.69,138.45,2211.89,8310.99,1.01,41.89,129.37,2387.95,8069.96,9.3765,0.02,331,2212,100.0,10.45,6.3432,2001-02-28 03:50:00
61080,249,87,42.0035,0.84,100.0,445.0,549.02,1345.2,1109.26,3.91,5.69,137.89,2211.93,8312.22,1.02,41.47,129.81,2388.01,8076.04,9.3641,0.02,330,2212,100.0,10.47,6.3865,2001-02-28 04:00:00
61081,249,88,35.0056,0.84,100.0,449.44,555.26,1361.17,1118.53,5.48,7.97,193.48,2222.81,8342.06,1.02,41.43,182.84,2387.96,8058.67,9.3008,0.02,332,2223,100.0,14.84,8.9032,2001-02-28 04:10:00
61082,249,89,25.0041,0.621,60.0,462.54,536.98,1264.35,1045.5,7.05,9.0,173.85,1915.29,8002.81,0.93,36.38,164.15,2028.14,7867.48,10.8977,0.02,307,1915,84.93,14.22,8.5724,2001-02-28 04:20:00
61083,249,90,25.0061,0.62,60.0,462.54,535.97,1256.95,1039.82,7.05,9.0,174.55,1915.28,7999.42,0.94,36.48,163.76,2028.2,7866.15,10.8951,0.02,305,1915,84.93,14.34,8.5586,2001-02-28 04:30:00
61084,249,91,42.0033,0.84,100.0,445.0,549.2,1337.71,1108.53,3.91,5.69,138.06,2211.9,8309.2,1.02,41.67,129.97,2387.99,8072.36,9.3286,0.02,329,2212,100.0,10.71,6.378,2001-02-28 04:40:00
61085,249,92,41.9981,0.8408,100.0,445.0,548.73,1344.08,1111.29,3.91,5.69,137.54,2211.93,8304.4,1.02,41.68,129.37,2388.02,8077.24,9.3566,0.02,329,2212,100.0,10.55,6.3731,2001-02-28 04:50:00
61086,249,93,0.0008,0.001,100.0,518.67,641.68,1584.15,1392.74,14.62,21.57,552.8,2387.93,9044.86,1.3,47.2,520.45,2387.95,8133.26,8.3791,0.03,392,2388,100.0,38.97,23.4443,2001-02-28 05:00:00
61087,249,94,42.0067,0.84,100.0,445.0,548.49,1347.95,1112.52,3.91,5.69,137.88,2211.95,8312.08,1.02,41.68,129.76,2388.06,8080.63,9.3888,0.02,328,2212,100.0,10.62,6.3855,2001-02-28 05:10:00
61088,249,95,42.005,0.8408,100.0,445.0,549.08,1353.6,1115.43,3.91,5.69,137.5,2211.95,8302.38,1.02,41.67,129.52,2388.03,8075.05,9.3628,0.02,326,2212,100.0,10.61,6.3268,2001-02-28 05:20:00
61089,249,96,25.0007,0.62,60.0,462.54,536.58,1255.88,1039.41,7.05,9.0,175.44,1915.28,7995.24,0.94,36.42,163.97,2028.15,7868.34,10.8621,0.02,304,1915,84.93,14.21,8.6043,2001-02-28 05:30:00
61090,249,97,20.0041,0.7012,100.0,491.19,606.84,1473.72,1242.4,9.35,13.6,332.66,2323.69,8704.35,1.07,43.93,313.66,2387.89,8055.53,9.2275,0.02,362,2324,100.0,24.6,14.7127,2001-02-28 05:40:00
61091,249,98,25.0049,0.62,60.0,462.54,536.41,1257.51,1040.22,7.05,9.0,173.82,1915.3,7990.94,0.93,36.31,163.78,2028.2,7867.94,10.8331,0.02,306,1915,84.93,14.17,8.7059,2001-02-28 05:50:00
61092,249,99,19.9997,0.7,100.0,491.19,606.93,1483.1,1239.51,9.35,13.6,333.04,2323.72,8716.46,1.07,43.96,313.57,2387.89,8055.55,9.2025,0.02,365,2324,100.0,24.57,14.7371,2001-02-28 06:00:00
61093,249,100,42.0068,0.8415,100.0,445.0,548.72,1343.48,1112.45,3.91,5.69,137.62,2211.92,8306.94,1.01,41.61,129.65,2387.98,8074.32,9.3636,0.02,328,2212,100.0,10.57,6.3289,2001-02-28 06:10:00
61094,249,101,42.0048,0.84,100.0,445.0,548.96,1337.32,1116.26,3.91,5.69,137.1,2211.96,8311.87,1.01,41.63,130.15,2388.03,8077.61,9.3598,0.02,330,2212,100.0,10.65,6.3923,2001-02-28 06:20:00
61095,249,102,25.0039,0.62,60.0,462.54,536.03,1260.45,1041.05,7.05,9.0,175.22,1915.25,7998.21,0.94,36.42,163.93,2028.08,7868.31,10.8736,0.02,305,1915,84.93,14.26,8.5947,2001-02-28 06:30:00
61096,249,103,25.001,0.62,60.0,462.54,536.65,1258.36,1038.01,7.05,9.0,174.5,1915.32,8000.75,0.94,36.48,164.05,2028.16,7873.26,10.8563,0.02,305,1915,84.93,14.4,8.4948,2001-02-28 06:40:00
61097,249,104,42.0053,0.84,100.0,445.0,548.92,1348.84,1111.56,3.91,5.69,137.97,2211.97,8313.76,1.02,41.58,129.9,2387.98,8079.21,9.3413,0.02,329,2212,100.0,10.61,6.3174,2001-02-28 06:50:00
61098,249,105,20.0003,0.7007,100.0,491.19,606.86,1476.68,1234.16,9.35,13.6,332.95,2323.69,8715.69,1.07,43.9,314.03,2387.85,8059.18,9.1819,0.02,363,2324,100.0,24.64,14.7161,2001-02-28 07:00:00
61099,249,106,42.0065,0.8411,100.0,445.0,549.29,1343.45,1116.62,3.91,5.69,137.89,2211.96,8312.15,1.02,41.57,129.39,2388.04,8070.28,9.3206,0.02,330,2212,100.0,10.55,6.2708,2001-02-28 07:10:00
61100,249,107,20.0054,0.7,100.0,491.19,606.43,1481.78,1238.06,9.35,13.6,332.58,2323.71,8716.56,1.07,43.9,313.96,2387.87,8060.57,9.1691,0.02,363,2324,100.0,24.54,14.6951,2001-02-28 07:20:00
61101,249,108,35.0078,0.8413,100.0,449.44,555.3,1361.75,1118.17,5.48,7.97,193.57,2222.8,8330.57,1.02,41.54,181.83,2387.93,8060.81,9.3111,0.02,333,2223,100.0,14.87,8.874,2001-02-28 07:30:00
61102,249,109,0.0026,0.0016,100.0,518.67,641.87,1573.46,1394.17,14.62,21.57,552.63,2387.91,9055.07,1.3,46.93,520.84,2387.9,8133.57,8.4165,0.03,392,2388,100.0,38.78,23.3621,2001-02-28 07:40:00
61103,249,110,35.0007,0.84,100.0,449.44,555.84,1364.37,1113.79,5.48,7.97,193.61,2222.86,8331.18,1.02,41.64,181.71,2387.89,8061.0,9.2784,0.02,333,2223,100.0,14.61,8.7478,2001-02-28 07:50:00
61104,249,111,34.9988,0.8407,100.0,449.44,555.57,1360.2,1120.78,5.48,7.97,194.03,2222.87,8330.61,1.02,41.49,182.14,2387.89,8062.74,9.3266,0.02,330,2223,100.0,14.85,8.7934,2001-02-28 08:00:00
61105,249,112,24.9994,0.6206,60.0,462.54,536.26,1256.73,1045.16,7.05,9.0,175.81,1915.27,8003.83,0.94,36.54,164.14,2028.18,7867.35,10.846,0.02,304,1915,84.93,14.38,8.5121,2001-02-28 08:10:00
61106,249,113,20.0049,0.7,100.0,491.19,606.76,1472.97,1236.63,9.35,13.6,333.01,2323.7,8701.71,1.07,43.85,313.0,2387.83,8056.15,9.1933,0.02,363,2324,100.0,24.38,14.7592,2001-02-28 08:20:00
61107,249,114,0.0,0.0017,100.0,518.67,641.74,1581.98,1386.2,14.62,21.58,553.48,2388.01,9052.01,1.3,46.98,521.48,2387.97,8133.35,8.3928,0.03,391,2388,100.0,38.82,23.4794,2001-02-28 08:30:00
61108,249,115,19.9997,0.7,100.0,491.19,605.88,1471.99,1236.84,9.35,13.6,332.49,2323.68,8708.37,1.07,44.19,313.19,2387.82,8058.76,9.21,0.02,362,2324,100.0,24.49,14.7294,2001-02-28 08:40:00
61109,249,116,35.0018,0.8419,100.0,449.44,554.62,1353.5,1112.56,5.48,7.97,194.07,2222.83,8339.99,1.02,41.76,181.93,2387.92,8055.23,9.3071,0.02,332,2223,100.0,14.79,8.9561,2001-02-28 08:50:00
61110,249,117,9.9989,0.25,100.0,489.05,604.2,1493.71,1294.41,10.52,15.46,393.49,2318.66,8775.64,1.26,45.1,370.89,2387.91,8126.78,8.6423,0.03,367,2319,100.0,28.72,17.1393,2001-02-28 09:00:00
61111,249,118,10.0025,0.25,100.0,489.05,604.18,1493.97,1297.99,10.52,15.45,393.67,2318.67,8762.17,1.26,45.12,371.04,2387.85,8123.85,8.6311,0.03,367,2319,100.0,28.6,17.2103,2001-02-28 09:10:00
61112,249,119,20.0078,0.7014,100.0,491.19,606.97,1478.83,1238.54,9.35,13.6,333.89,2323.76,8716.36,1.07,43.96,313.71,2387.88,8054.03,9.201,0.02,363,2324,100.0,24.64,14.6915,2001-02-28 09:20:00
61113,249,120,25.002,0.6218,60.0,462.54,536.65,1255.69,1048.08,7.05,9.0,174.96,1915.33,8000.44,0.94,36.4,164.16,2028.2,7872.82,10.8721,0.02,305,1915,84.93,14.48,8.5808,2001-02-28 09:30:00
61114,249,121,35.0062,0.8405,100.0,449.44,555.09,1356.89,1117.34,5.48,7.97,193.77,2222.89,8340.75,1.02,41.57,182.62,2387.97,8061.16,9.2683,0.02,332,2223,100.0,14.78,8.9088,2001-02-28 09:40:00
61115,249,122,35.0075,0.8417,100.0,449.44,554.81,1357.23,1125.97,5.48,7.97,193.4,2222.81,8340.37,1.02,41.43,182.52,2387.9,8067.35,9.2709,0.02,332,2223,100.0,14.96,8.9357,2001-02-28 09:50:00
61116,249,123,20.0076,0.7012,100.0,491.19,606.98,1477.5,1239.1,9.35,13.6,333.26,2323.71,8714.38,1.07,43.83,314.72,2387.89,8056.53,9.1576,0.02,362,2324,100.0,24.48,14.696,2001-02-28 10:00:00
61117,249,124,19.9993,0.701,100.0,491.19,605.95,1476.53,1245.29,9.35,13.6,332.26,2323.75,8716.76,1.07,44.02,313.48,2387.87,8058.9,9.1656,0.02,364,2324,100.0,24.49,14.764,2001-02-28 10:10:00
61118,249,125,0.0012,0.0,100.0,518.67,642.23,1579.76,1396.96,14.62,21.57,552.84,2387.9,9050.45,1.3,47.1,520.99,2387.93,8137.26,8.3675,0.03,390,2388,100.0,39.15,23.4644,2001-02-28 10:20:00
61119,249,126,0.0028,0.0,100.0,518.67,642.18,1577.46,1390.76,14.62,21.57,553.98,2387.95,9044.11,1.3,47.07,521.12,2387.93,8131.91,8.3649,0.03,392,2388,100.0,38.92,23.4808,2001-02-28 10:30:00
61120,249,127,42.0006,0.8408,100.0,445.0,548.92,1347.77,1116.85,3.91,5.69,138.49,2211.96,8316.34,1.02,41.69,130.23,2388.01,8079.57,9.3323,0.02,329,2212,100.0,10.49,6.4546,2001-02-28 10:40:00
61121,249,128,10.0,0.25,100.0,489.05,604.29,1492.24,1294.3,10.52,15.46,393.97,2318.76,8771.59,1.26,45.15,371.29,2387.88,8126.24,8.6361,0.03,368,2319,100.0,28.64,17.2207,2001-02-28 10:50:00
61122,249,129,41.9992,0.84,100.0,445.0,549.25,1344.0,1119.43,3.91,5.69,138.24,2212.0,8314.92,1.02,41.72,130.47,2388.02,8077.48,9.3691,0.02,328,2212,100.0,10.75,6.4259,2001-02-28 11:00:00
61123,249,130,20.0064,0.7007,100.0,491.19,606.42,1479.78,1230.39,9.35,13.6,332.71,2323.79,8706.89,1.07,43.89,313.54,2387.82,8058.26,9.1637,0.02,362,2324,100.0,24.71,14.6687,2001-02-28 11:10:00
61124,249,131,20.0066,0.7,100.0,491.19,606.22,1479.03,1244.49,9.35,13.6,333.02,2323.67,8717.1,1.08,44.01,314.18,2387.94,8053.22,9.1867,0.02,363,2324,100.0,24.41,14.6935,2001-02-28 11:20:00
61125,249,132,34.9993,0.84,100.0,449.44,555.83,1363.96,1121.26,5.48,7.97,194.43,2222.89,8341.25,1.02,41.56,182.67,2387.95,8065.39,9.3086,0.02,331,2223,100.0,14.9,8.9304,2001-02-28 11:30:00
61126,249,133,10.0074,0.25,100.0,489.05,605.27,1492.29,1299.95,10.52,15.46,393.95,2318.73,8779.53,1.26,45.3,371.45,2387.95,8127.28,8.5667,0.03,369,2319,100.0,28.55,17.1807,2001-02-28 11:40:00
61127,249,134,0.0009,0.002,100.0,518.67,641.94,1584.84,1387.6,14.62,21.58,553.84,2387.95,9047.22,1.3,47.07,521.73,2388.0,8136.63,8.3746,0.03,393,2388,100.0,38.98,23.3562,2001-02-28 11:50:00
61128,249,135,42.0052,0.8405,100.0,445.0,548.76,1350.76,1114.92,3.91,5.69,138.11,2212.01,8312.14,1.02,41.68,129.84,2388.04,8079.2,9.4027,0.02,328,2212,100.0,10.62,6.2686,2001-02-28 12:00:00
61129,249,136,20.0057,0.7004,100.0,491.19,607.35,1472.9,1239.14,9.35,13.6,333.43,2323.73,8720.4,1.08,43.93,313.63,2387.88,8051.49,9.1725,0.02,363,2324,100.0,24.43,14.7555,2001-02-28 12:10:00
61130,249,137,0.0017,0.0003,100.0,518.67,642.27,1580.35,1399.22,14.62,21.57,553.63,2387.97,9047.29,1.3,47.17,522.03,2387.92,8130.12,8.3365,0.03,390,2388,100.0,38.98,23.2449,2001-02-28 12:20:00
61131,249,138,25.0001,0.6214,60.0,462.54,536.11,1259.37,1036.51,7.05,9.0,175.34,1915.25,8003.04,0.94,36.37,163.48,2028.14,7865.73,10.8593,0.02,304,1915,84.93,14.35,8.553,2001-02-28 12:30:00
61132,249,139,25.0027,0.62,60.0,462.54,536.61,1259.34,1046.48,7.05,9.0,175.6,1915.35,8001.97,0.94,36.34,164.0,2028.18,7866.98,10.8457,0.02,306,1915,84.93,14.46,8.526,2001-02-28 12:40:00
61133,249,140,19.9989,0.7008,100.0,491.19,607.49,1472.22,1243.55,9.35,13.6,333.81,2323.79,8715.11,1.07,44.1,314.52,2387.95,8057.36,9.1298,0.02,363,2324,100.0,24.72,14.7021,2001-02-28 12:50:00
61134,249,141,35.001,0.84,100.0,449.44,555.14,1364.28,1117.52,5.48,7.97,193.57,2222.92,8332.39,1.02,41.55,182.55,2387.96,8063.57,9.2885,0.02,332,2223,100.0,14.86,8.8182,2001-02-28 13:00:00
61135,249,142,42.0008,0.84,100.0,445.0,548.65,1345.12,1113.94,3.91,5.69,137.52,2211.99,8321.8,1.02,41.79,129.69,2388.01,8085.2,9.3539,0.02,330,2212,100.0,10.63,6.4111,2001-02-28 13:10:00
61136,249,143,25.0064,0.62,60.0,462.54,536.51,1250.1,1042.48,7.05,9.0,175.57,1915.32,8003.83,0.94,36.4,164.86,2028.2,7868.44,10.8742,0.02,305,1915,84.93,14.04,8.4596,2001-02-28 13:20:00
61137,249,144,34.9992,0.84,100.0,449.44,555.55,1356.16,1122.28,5.48,7.97,194.4,2222.87,8346.57,1.02,41.4,182.33,2387.93,8060.04,9.2427,0.02,332,2223,100.0,14.96,8.8735,2001-02-28 13:30:00
61138,249,145,25.0075,0.6213,60.0,462.54,536.54,1252.22,1043.36,7.05,9.0,175.13,1915.3,8007.08,0.94,36.46,164.36,2028.24,7867.5,10.8304,0.02,306,1915,84.93,14.14,8.6092,2001-02-28 13:40:00
61139,249,146,0.0018,0.0007,100.0,518.67,641.47,1593.1,1395.06,14.62,21.57,554.46,2387.95,9042.84,1.3,47.18,521.54,2388.02,8135.44,8.3859,0.03,391,2388,100.0,38.75,23.2861,2001-02-28 13:50:00
61140,249,147,42.0045,0.8405,100.0,445.0,549.48,1347.59,1113.07,3.91,5.69,138.11,2211.96,8310.65,1.02,41.63,130.32,2388.09,8083.44,9.33,0.02,329,2212,100.0,10.48,6.3956,2001-02-28 14:00:00
61141,249,148,0.0019,0.0003,100.0,518.67,642.39,1584.87,1399.12,14.62,21.57,553.83,2388.03,9049.66,1.3,47.16,522.3,2387.94,8132.16,8.3424,0.03,391,2388,100.0,38.99,23.4555,2001-02-28 14:10:00
61142,249,149,25.0051,0.6203,60.0,462.54,536.28,1261.13,1043.56,7.05,9.0,175.22,1915.33,8005.18,0.94,36.44,164.65,2028.21,7874.74,10.8587,0.02,307,1915,84.93,14.28,8.615,2001-02-28 14:20:00
61143,249,150,0.0001,0.0,100.0,518.67,642.15,1580.76,1400.0,14.62,21.57,554.15,2388.0,9053.8,1.3,47.17,522.13,2387.94,8137.11,8.3687,0.03,391,2388,100.0,38.99,23.2741,2001-02-28 14:30:00
61144,249,151,20.0025,0.7011,100.0,491.19,606.57,1476.74,1242.89,9.35,13.6,333.84,2323.78,8712.74,1.07,43.91,313.93,2387.89,8059.03,9.17,0.02,364,2324,100.0,24.41,14.6029,2001-02-28 14:40:00
61145,249,152,0.0028,0.0,100.0,518.67,641.94,1587.37,1398.53,14.62,21.57,554.44,2387.94,9052.67,1.3,47.38,522.16,2388.07,8145.12,8.3754,0.03,391,2388,100.0,39.13,23.4751,2001-02-28 14:50:00
61146,249,153,20.0078,0.7004,100.0,491.19,606.51,1481.3,1245.3,9.35,13.6,333.87,2323.84,8721.8,1.07,43.93,313.98,2388.02,8061.82,9.175,0.02,363,2324,100.0,24.32,14.6603,2001-02-28 15:00:00
61147,249,154,25.0017,0.62,60.0,462.54,536.67,1255.18,1043.46,7.05,9.0,174.69,1915.33,8002.09,0.94,36.43,164.08,2028.2,7873.03,10.8333,0.02,306,1915,84.93,14.2,8.4732,2001-02-28 15:10:00
61148,249,155,10.0061,0.25,100.0,489.05,604.19,1487.53,1294.69,10.52,15.46,394.91,2318.8,8774.32,1.26,45.15,372.11,2387.95,8130.34,8.6154,0.03,368,2319,100.0,28.66,17.2088,2001-02-28 15:20:00
61149,249,156,0.0002,0.0,100.0,518.67,642.08,1583.84,1399.36,14.62,21.57,554.08,2387.98,9058.2,1.3,47.04,522.53,2388.0,8138.98,8.3846,0.03,390,2388,100.0,39.01,23.5015,2001-02-28 15:30:00
61150,249,157,42.006,0.8418,100.0,445.0,549.61,1344.2,1114.92,3.91,5.69,139.03,2212.03,8324.63,1.02,41.84,130.58,2388.1,8079.82,9.3214,0.02,330,2212,100.0,10.63,6.4369,2001-02-28 15:40:00
61151,249,158,42.0035,0.8419,100.0,445.0,549.07,1336.54,1118.71,3.91,5.69,137.78,2212.04,8313.06,1.02,41.6,130.09,2388.05,8080.28,9.3312,0.02,330,2212,100.0,10.63,6.5051,2001-02-28 15:50:00
61152,249,159,42.0045,0.84,100.0,445.0,549.28,1345.97,1119.53,3.91,5.69,137.96,2212.02,8315.14,1.02,41.71,129.95,2388.07,8085.21,9.3219,0.02,330,2212,100.0,10.72,6.3742,2001-02-28 16:00:00
61153,249,160,42.0041,0.8417,100.0,445.0,549.59,1347.59,1116.85,3.91,5.69,138.49,2211.94,8325.9,1.02,41.73,129.87,2388.09,8085.92,9.34,0.02,328,2212,100.0,10.62,6.3548,2001-02-28 16:10:00
61154,249,161,20.0047,0.7,100.0,491.19,606.67,1482.66,1237.62,9.35,13.6,334.3,2323.88,8720.71,1.08,43.98,314.61,2387.95,8062.22,9.1954,0.02,364,2324,100.0,24.55,14.6728,2001-02-28 16:20:00
61155,249,162,19.9996,0.7014,100.0,491.19,606.7,1478.17,1248.33,9.35,13.6,334.78,2323.82,8720.38,1.07,44.09,314.61,2387.9,8062.89,9.1885,0.02,364,2324,100.0,24.54,14.7673,2001-02-28 16:30:00
61156,249,163,42.0054,0.8405,100.0,445.0,549.13,1349.95,1115.17,3.91,5.69,138.2,2212.01,8322.06,1.02,41.69,129.99,2388.07,8082.68,9.3122,0.02,329,2212,100.0,10.63,6.2706,2001-02-28 16:40:00
61157,249,164,42.0049,0.8409,100.0,445.0,549.34,1352.03,1114.1,3.91,5.69,138.3,2211.98,8317.44,1.02,41.77,130.85,2388.09,8081.33,9.2918,0.02,328,2212,100.0,10.56,6.488,2001-02-28 16:50:00
61158,249,165,42.0033,0.84,100.0,445.0,549.6,1348.84,1119.43,3.91,5.69,138.16,2212.05,8317.34,1.02,41.8,130.36,2388.14,8084.29,9.3326,0.02,330,2212,100.0,10.66,6.3949,2001-02-28 17:00:00
61159,249,166,42.0055,0.8412,100.0,445.0,549.03,1342.24,1118.4,3.91,5.69,138.94,2212.02,8313.95,1.02,42.03,129.96,2388.12,8080.92,9.329,0.02,328,2212,100.0,10.68,6.1928,2001-02-28 17:10:00
61160,249,167,35.0041,0.8403,100.0,449.44,555.5,1361.39,1123.62,5.48,7.97,193.86,2222.94,8347.8,1.02,41.62,183.52,2388.08,8065.32,9.2493,0.02,334,2223,100.0,15.0,8.8742,2001-02-28 17:20:00
61161,249,168,20.0035,0.7016,100.0,491.19,607.01,1475.49,1249.47,9.35,13.59,333.99,2323.82,8723.84,1.07,44.04,314.57,2388.02,8063.37,9.1445,0.02,366,2324,100.0,24.68,14.6894,2001-02-28 17:30:00
61162,249,169,19.9986,0.7,100.0,491.19,606.41,1472.98,1247.79,9.35,13.6,333.5,2323.79,8729.1,1.07,43.95,314.88,2388.0,8062.78,9.1364,0.02,364,2324,100.0,24.53,14.8472,2001-02-28 17:40:00
61163,249,170,42.0076,0.8403,100.0,445.0,549.15,1358.54,1115.63,3.91,5.69,138.38,2212.09,8325.07,1.02,41.87,130.34,2388.1,8088.14,9.3027,0.02,330,2212,100.0,10.58,6.3465,2001-02-28 17:50:00
61164,249,171,20.0034,0.7,100.0,491.19,607.01,1471.71,1239.97,9.35,13.59,332.61,2323.84,8723.84,1.07,44.17,314.14,2387.95,8061.71,9.1398,0.02,363,2324,100.0,24.43,14.7612,2001-02-28 18:00:00
61165,249,172,19.9996,0.7,100.0,491.19,606.81,1475.39,1239.75,9.35,13.6,334.79,2323.95,8721.46,1.07,44.26,315.22,2387.96,8057.37,9.1505,0.02,364,2324,100.0,24.56,14.7851,2001-02-28 18:10:00
61166,249,173,20.0023,0.7015,100.0,491.19,606.99,1471.46,1250.79,9.35,13.6,335.03,2323.87,8720.6,1.08,44.17,315.0,2388.0,8067.48,9.1489,0.02,365,2324,100.0,24.69,14.7347,2001-02-28 18:20:00
61167,249,174,9.998,0.2506,100.0,489.05,604.98,1495.1,1308.82,10.52,15.46,394.78,2318.78,8780.11,1.26,45.07,372.82,2387.99,8135.74,8.5994,0.03,369,2319,100.0,28.6,17.2573,2001-02-28 18:30:00
61168,249,175,0.0007,0.0,100.0,518.67,642.05,1579.28,1400.85,14.62,21.57,555.6,2388.01,9059.42,1.3,47.28,522.87,2387.98,8143.05,8.3625,0.03,394,2388,100.0,39.11,23.427,2001-02-28 18:40:00
61169,249,176,25.0012,0.62,60.0,462.54,536.34,1257.29,1039.31,7.05,9.0,176.26,1915.43,8012.85,0.94,36.51,164.69,2028.28,7878.9,10.8138,0.02,306,1915,84.93,14.4,8.496,2001-02-28 18:50:00
61170,249,177,42.0052,0.8413,100.0,445.0,549.65,1344.29,1118.27,3.91,5.69,138.87,2212.01,8331.49,1.02,41.87,130.38,2388.13,8087.41,9.294,0.02,329,2212,100.0,10.5,6.3967,2001-02-28 19:00:00
