msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
kc2k+zXmH4JVP+IkL1iLevYSSHSmQMKKXEX2WvYQ5ac=,41,30,149,149,1,2016-11-11,2016-12-11,0
TXTIKjel8C7bb/D3B9O3UKauOeH2AlvaAPubIJUESgY=,37,0,0,149,1,2015-05-13,2015-06-12,0
8P957rL4WXLSLQfSS2VAC14SUyxwXutwJpPnSJ+n6ns=,39,30,149,149,1,2016-01-31,2016-03-16,0
CNVTd5cNoA6WRxMf7VveVwYyrOoDgFs5xmm1122qQNc=,41,30,149,149,1,2015-06-21,2016-09-19,0
bQ94CMe5s0B+mqmJBMGSKCSs4CWwzeUMSTCdtYmfbl4=,40,31,149,149,1,2015-01-01,2015-02-01,0
B33/s0JEGRXIbYxfF2BklFE8WhxS3YUdX8X+KacTsLQ=,41,30,99,99,1,2016-07-06,2016-08-06,0
flcfrf+Fm59Y6/8wDm3IaPq9p54WW2yfuwVWK6+z+mU=,38,30,149,149,0,2016-04-06,2016-06-05,0
OOpBFjtIt5Mw4B0lNrknqiCXt0nW5hVGHg8iBa1WBdA=,41,30,99,99,1,2017-01-11,2017-02-11,0
khYtQf35mr5R11oMzRcJYD9s/6Run18eRnH5Yc6vc4c=,38,30,149,149,0,2016-09-05,2016-10-05,0
RrDXLHxg4p9YL9T19DxdWHdArwJrLZ2NZNQL/F+r/10=,36,30,180,180,1,2017-01-15,2017-02-14,0
SeUnXncQRMtEnw/KJDCZeSGTxokYS1Abbto8U6VTILM=,38,0,0,149,0,2015-05-11,2015-06-10,0
xcVKD/vm71tKLPUHq8NpMEY6GKT8IYTqLywbXSOrPnM=,41,30,99,99,1,2016-07-11,2016-08-11,0
y0Ho69JkynDNojhh7hAdc+ZoB2iu2fAFX6iCxv8nIsM=,41,30,149,119,1,2015-08-01,2015-09-01,0
2ssqy99P2nO87OsJlXg1BAR50+QT3EGYjqCuoYcTE40=,38,30,149,149,0,2016-02-20,2016-03-21,0
Q0S/w7np3EX6S/bnjsie2ddzpqxypbrsDm8EvoSx3Zw=,41,30,99,99,1,2016-07-19,2016-08-19,0
LdV8agddJnQZ85CdSEmkq2ze6ELrvgf78/v7zfegdk8=,41,30,149,149,1,2015-08-15,2015-09-16,0
G2ozBX8apMrjMGJ+sfCtcHmfeMok4L/uwuZ/cWWn6wU=,41,30,99,99,1,2016-03-31,2016-04-30,0
w9AINqKeScddiJjVjsoimyd9lF58tSChI3bm0dp2+H8=,36,30,180,180,1,2016-09-08,2016-10-07,0
G+38FTeyyqtNTb1qbmhyJWtgsuCxOObCmvnutTn8Zjk=,41,30,129,129,1,2015-06-06,2015-07-06,0
X4sE1O+Cvp5/vHpCacdLNe4pFZHKh98zF+PpCqixVFA=,41,30,99,99,1,2017-02-26,2017-03-28,0
rRO6GGvK11YmLrJgbNtHIK+hNVTWaTOptvDgLptfpgg=,41,0,0,129,1,2015-04-27,2015-05-28,0
vfFV43/r3h00QssDknjld70EmdnP8/HtaikqcYQeOfA=,41,30,99,99,1,2016-04-01,2016-05-01,0
Z/EWWezuxT6GJzwwp/yWogJBGQcdNl94V1HusP2770o=,41,30,129,129,1,2016-07-23,2016-08-23,0
HmRP3q73sc9PISBfwioBBeBMEo48SKhdBOQ5DatOk+A=,40,31,149,149,1,2015-03-08,2015-04-07,0
sbODRXFRj1J3unmdRLg20VkFZ64rg00Fgy1elGy884Q=,39,0,0,149,1,2015-04-30,2015-07-01,0
Z0UUCQkFVegZ/PbO0PItPJZb1qY+IOoDK8ssttuS6hU=,36,30,180,180,1,2016-09-06,2016-09-05,1
E3imlWrKPgPtVhTR1C4+DdlU3Gh5/K8xLzVI2jAS6wc=,41,30,149,149,1,2016-01-19,2016-02-19,0
P8LBw5aFIC+3vCkDAEvX7o7UBkRxpnYUatDSePoxLgM=,41,30,99,99,1,2016-12-04,2017-01-04,0
q1noTxQHBQI7Z5il215GxUVzKdH3pMWgHt+iaAldOdY=,41,30,99,99,1,2016-07-04,2016-08-04,0
EGwMeLGmj4zGzM2M4CTXyg4uBrBRhR6kHsQzUr2M8QE=,41,30,149,149,1,2016-07-11,2016-08-12,0
kxF6S11oqJJRLCRVXNUE49rdsbvAUrtAUyBZEYkWSHI=,41,30,99,99,1,2016-01-31,2016-02-29,0
io0mlIZ4EuFvuhPcsf4j1PvApQCS5s3py/2rBynD680=,41,30,149,149,1,2015-06-30,2015-07-31,0
2gUXIxrpia1LdRT/Qkt4WzeWoXANR0qCzm/5PFI8m2M=,40,30,149,149,1,2015-12-14,2016-01-13,0
TArpUlzs5SYLe5yBV6cZKUp6H6h84umzxPD6F2lTR68=,41,30,149,0,1,2016-01-19,2016-02-19,0
rVgSBynbBTo6HuUDHgESZJvGYeXKZyatXAspUkFz3Pc=,39,31,149,149,1,2015-01-31,2015-03-28,0
qNy6PNwGFOvqFFoy46MvzUyNb2TNG6ZCj5ESgGs4vTY=,41,30,129,129,1,2017-01-04,2017-02-04,0
ImHHZSxs/tYpbryIlV00RjZCA4Zuu4Lj+x5upfJK5No=,41,30,99,99,1,2016-09-30,2016-10-31,0
UNHjygB99Gp4quHHuFDL8irHbt0g6rDHpvi7yzeXUfE=,35,7,0,0,0,2016-09-11,2016-09-16,0
Ht2Yt824txsMhWlWqjyfFCqlfgAwbsXf+m9P2Nl03fY=,40,30,149,149,1,2016-09-15,2016-09-19,1
G31HOa8ndmrX61umIRG/7hBxLqWrjV+olek6FecwSDc=,41,30,99,99,1,2016-03-17,2016-04-17,0
IzsTvdthjsNW8PnDrXVMHuaOfb8feelmJRbCGonhGjk=,41,30,99,99,1,2017-01-10,2017-02-10,0
cMVO+Oqk4Ep2pac+rtbiWL8bHDnhEaphg7gzuruPXSk=,41,30,99,99,1,2016-05-26,2016-06-26,0
wxxp/xRXZ6WgCha5Ro99AI1Ek4J6ROTX1Xt4hCv7V40=,41,30,149,0,1,2015-08-23,2015-08-24,1
Bf59WnRxL316JJD9aXAVIlUM3+WVt+jjHe8Gpbz5c8g=,41,30,149,149,1,2016-01-11,2016-02-11,0
ZBSJ1HCbm9uGcKkVkx7DLsYYH3qEQeh0gQqrBeSTHnE=,40,30,149,149,1,2016-05-20,2016-06-19,0
MtJfaQ24WdmZbsWOa8dngB4OKWgqWaE0ezfnyprS1WQ=,39,30,149,149,1,2016-09-30,2016-11-15,0
5mZIUF3ItmG3evGjy6dzLyzCFFFjCmbbH7y2QwgR0vg=,41,30,149,149,1,2016-12-25,2017-01-25,0
LNap/3vKwqpOfTjYd2fDXQWuUbRKShwInRprKloT7yw=,41,30,99,99,1,2016-12-03,2017-01-03,0
K5kl9G/4G+374luqzoZqyQie18L+jhusqTwyVmbBZ4I=,39,31,149,149,1,2015-03-31,2015-05-05,0
5MHnVn7Qqf3LFrtQs6bQdvISQkqqB4enq/2ykmHNRrs=,40,30,149,149,1,2016-01-07,2016-02-12,0
euLUWIFV8auEUlMT4l11jm3AL4Tg7sadP2v28OaToB4=,41,30,149,149,1,2015-11-19,2015-12-19,0
p6Ypv6Gc5zKhiU2x3T79tL89Ikp2ZTkv3IW4UGRPOxk=,41,30,129,129,1,2015-06-17,2015-07-17,0
NF7vjC7VaRFQGhV/kqvFG1tVGReiPqCR8R3n2XNCCzA=,32,195,894,894,0,2015-03-03,2015-09-17,0
ZS5jGl1yd2LYtShzyiK7qpca+A2SXJDazaR1NZ0Ipfc=,41,30,99,99,1,2016-11-13,2016-12-13,0
ZBSJ1HCbm9uGcKkVkx7DLsYYH3qEQeh0gQqrBeSTHnE=,40,30,149,149,1,2016-04-20,2016-05-19,0
p0xh1+5+FRtPC8TmWhmwBY97VK0FVZ6xwO+MZGym57E=,41,30,149,149,1,2015-03-31,2015-04-30,0
0CQxY1vQDiYIpuYOeFYy17Sr93o+/AryLOu6JqVrkTQ=,41,30,99,99,1,2016-10-18,2016-11-18,0
aBZFp36FgkFl9LAPMOqIEHYkK6kpggU1ZQnJ/ZGoLLA=,41,30,99,99,1,2016-12-06,2017-01-06,0
R1c1f7imoQzH/enlq9oGHFfFvMZ9b04TAOSiBHch4/U=,41,30,99,99,1,2016-12-11,2017-01-11,0
3DYvXKx7M8EgIWfS7ZfpvTwOUGmhmOxZU4SJgiCsIGo=,27,30,149,149,1,2016-01-21,2016-02-20,0
aDqUI/shypuCWnNdik+0sHfJ8Buk4m49bWEIA6P5rHw=,41,30,149,149,1,2016-02-29,2016-03-31,0
JI07Mr07EYYybSAfbtaicSuHTmZVaOwkAcshY3NUHgM=,39,30,149,149,1,2016-08-31,2016-10-15,0
rre4EzsATGbkj3yWrX4xO19kezZiFNvfSpRwdhWFGhs=,39,30,149,149,1,2016-12-31,2017-03-02,0
x6EstH9JAuhbrSFqiGySWmR0HM+zEjhK5JPGfJ8FnYM=,37,30,149,149,1,2016-06-07,2016-07-07,0
ZBSJ1HCbm9uGcKkVkx7DLsYYH3qEQeh0gQqrBeSTHnE=,40,30,149,149,1,2016-03-20,2016-04-19,0
y8XXL5mEYRnDbfMHDhQD4wgLNdY45htPQ4mofo7xIdY=,40,30,149,149,1,2015-05-22,2015-06-21,0
aSCJ+WfgDXjC8smrBFELRCZFAtYj8L844NOVv8wboOA=,40,31,149,149,1,2015-02-10,2015-03-09,0
eSF9wjzOWPoRBvHliMIYX7k7Fl3hIaOt/fbEY14D+70=,39,30,149,149,1,2016-12-31,2017-02-20,0
zFp9lrvtDvc4V/3dIpbOuihg3mgpdOby9gkaMB7tVmE=,41,30,149,119,1,2015-03-10,2015-04-10,0
PDgsctZ5kmi8htIn3U9DWWLvK1CfAjyLcpXvE3RFgjM=,37,0,0,149,1,2015-05-11,2015-06-24,0
afO2648nWQWtusDDEF1Eoj8E6q2UpXCWkfGVlT99/Xo=,37,30,149,149,1,2016-09-24,2016-10-23,0
Hd0xga9ScmJ7KiABIGUpM0y5Pl8ipmDGAZ7WJMlra8o=,38,30,149,149,0,2015-11-26,2015-12-26,0
oe/rHTgNOZ3fWr42rwi8vmgaLwl4KqVa5uy+wbmQ3wc=,30,30,129,129,1,2017-01-08,2017-02-07,0
qnWOuI9L0ItkJsUem2fffjJcb9Ke2G+h4DY5TuocAnc=,39,30,149,149,1,2015-05-31,2015-07-29,0
/wgjpaFFtbYaEB5r3s/uBog1iE2CxOIHMV3kgbA5DQI=,40,31,149,149,1,2015-04-05,2015-05-04,0
ESOVvaYKSwjz2tWFobm5kO/Na9XvXPs14SDs4Vlo+UY=,41,30,120,120,1,2016-09-07,2016-10-07,0
q2fN735j+DbUkrfDRMYBmieFKimhJeJ2Z/e5mbkQvbw=,36,30,180,180,0,2016-06-22,2016-07-25,0
SRLGkG5eRpClRyZPJ1dQkejxvbilhzXXdV03sEqXAes=,41,30,99,99,1,2017-02-25,2017-03-25,0
tjUMSSpLMo+0xZREC3aTp4NpBXvlqJ5QKZMhAGxTnno=,41,30,99,99,1,2016-09-21,2016-10-21,0
H+so+tMkX7Bn+MDBc9IpUVO0Ab0ZiG0NVzfRkhqR4NM=,33,30,149,149,1,2017-01-31,2017-02-28,0
u+89ZK2rCHPXFPRGDugks3UJezRq7f1dLMGy7KMONw4=,31,0,0,149,1,2015-03-31,2015-04-30,0
2K4XAgk1EGe3P1n22vAPxdKBDHBA1qI2PLzUL1/9rAs=,38,30,149,149,0,2016-03-07,2016-04-06,0
6dkp/Wii1hzUR/X5vc5t0yzMDqCQe5JQ3TDJM/kF9tY=,41,30,149,149,1,2015-09-18,2015-10-17,0
ZBSJ1HCbm9uGcKkVkx7DLsYYH3qEQeh0gQqrBeSTHnE=,40,30,149,149,1,2016-10-20,2016-11-19,0
8sOgxw7EZvrG3W3qnkPk3PRhhKoUbEGsh1XissUNlbk=,41,30,99,99,1,2016-08-11,2016-09-11,0
bSKWU5cMheK3O8CGavrR2+BB3h9Bu/gQwQ9AMG8RtT0=,41,30,99,99,1,2016-10-31,2016-11-30,0
E/H3jPQjwb5vXW7g1CDm9jj3B3tVa4fwGztU3UiT/NI=,34,0,0,149,1,2015-08-31,2015-09-30,0
bOy+PH62c+sXwmpVUBzYTbC2Ypz+xi9SHD9mjk2qFps=,40,30,149,149,1,2015-08-01,2015-09-01,0
P8BO0xl6ImAT+3GUWHXK+kp+MxLCkTofnUjHS/WM5Pk=,41,30,99,99,1,2016-10-05,2016-11-05,0
dcb0YzbUTVBPqzs5swAaBnKS0UXwvgOEX1TTT6aCBjA=,33,30,149,149,1,2016-02-29,2016-03-31,0
DYC/92WPg/YxACFCwGW8xARnppRW9oVeBlQWKoDzrM4=,41,30,149,149,1,2015-01-20,2015-02-20,0
fxy5TTbP9KNJIwimaGR8jo3XT53oJ9RmyAp8sTG8k70=,41,30,149,149,1,2016-09-03,2016-10-03,0
gR6s69bj0II+y8WYkv87Oab7iSR9E61oNAl0n/BE59k=,36,30,150,150,0,2016-02-19,2016-03-20,0
OsBq9syasMrRwfJqSFdc3oUazf/XiWZxxFWxcB/LwGs=,34,30,149,149,1,2016-12-31,2017-01-31,0
xd3sJ6o8VEMZ23gagjvI7UFee73I+VdjEZ3LBOsZANs=,39,30,149,149,1,2016-07-31,2016-09-12,0
5KaNV4hZMXV4YrPijp1+hDcKhbhGz1GmgDEWEq/fzw4=,41,30,99,99,1,2016-01-31,2016-02-29,0
nG+47Exua3bs8RTRJZmg896HMHtbAVPJUBXfm5F4OHc=,41,30,149,149,1,2015-06-21,2015-07-21,0
JgjInv3L4DrV3icSE9CECqEj/l3panyagjommA4rBYE=,35,7,0,0,0,2015-06-10,2015-06-15,0
z8D0BVmaoTXmhQaw8R0IQjpoQ/uYPk7g60lCFO3Mi+w=,41,30,149,149,1,2016-10-21,2016-11-21,0
qPRvUp/EOxD2f7bd2QM+9bzVfpzMO8K+6t4fOFkmrgM=,41,30,99,99,1,2016-11-13,2016-12-13,0
I6Zc98Rs9w3Vq3rc9o+0z8H5QpRE0s8UHFI7zXaYyUA=,41,30,149,149,1,2015-12-04,2016-01-04,0
q3kIyJEYKjWS8agyT06+NLUHm54qteNKzprpnZFdobo=,40,30,149,149,1,2016-11-01,2016-12-06,0
shgZjI54OyEBKm5N93IeVihqLzWpVhlwDUgbMu2NmsI=,41,30,99,99,1,2016-09-22,2016-10-22,0
CA/UyS8YrhH6q13X2Kp5r9PK5V0ATyBi+kkNItsEeYs=,38,30,149,149,0,2016-05-17,2016-06-16,0
CL1Zui0013QOZ1Q+8Nq1EuXc0yoOj66ef/62PWZm+34=,41,30,149,149,1,2016-10-07,2016-11-07,0
MN71kzzvi3wdVKmXIWWJzZRV/X30OuBvMkgk9ycC3HM=,41,30,149,0,1,2015-11-05,2015-12-05,0
Lj9SY1fob6VfoWycbRuiZYjp9qZKG3kqreNzhCyr2Vk=,41,30,149,0,1,2015-11-15,2015-12-15,0
e2Vha9zTK1VJrQ7tnkrp0OKcvXa6yFIQNYFvOonfm9w=,38,30,149,149,0,2015-03-21,2015-04-20,0
U7ttARQex9WPIsB6QgbOR+2GCTulE+ncCk2VrYt2Pbs=,41,30,99,99,1,2017-02-10,2017-03-10,0
lWy2hVAde2ZsoFDV4QzEf+SCRp4MMTR9dRvCgEZTIKk=,32,180,536,536,0,2016-06-11,2016-12-11,0
3BL8w75bFjxXZd+T1U2ylpTrdaWOaefP6YFPwuYvFDg=,36,30,150,150,0,2016-03-28,2016-04-27,0
5euYI22QOtpA5irpnudhBUz+3WSfuXx0h/OtnnG2ecw=,41,30,99,99,1,2016-10-31,2016-11-30,0
AItkpS1ZMYUvq5dvhE7DVUx5qAo3lVAQBAKhnpjYfXI=,40,30,149,149,1,2015-10-03,2015-11-02,0
rwWsNU/59RlDOjJXgTei02WoWArrqA5XWn9oOzAhk8Y=,41,30,149,0,1,2016-08-20,2016-09-20,0
8qw37WUCQaE1AXvzHYQpYfIgYRvV363mrmi4ZEIWJwI=,41,30,99,99,1,2016-06-21,2016-07-21,0
pLAQMKCO+WrFvmz6Y3dzKOrfexpb3OBj35TPz42QhpQ=,36,30,180,180,0,2016-05-31,2016-06-30,0
C3VGi+qvrZ5XvG+wCva6x6o5lUFpyH7fn33svw7kie0=,41,30,149,149,1,2015-11-24,2015-12-24,0
CKTJluvdnpiB8Lw3/j8epdvogt4XZu58N7zJrSoO53Y=,41,30,129,129,1,2015-03-31,2015-04-30,0
NkwElVqofXGpRxYX3jnZf7xrKybAGzB+aCA79EXsf+E=,36,30,150,150,0,2015-12-19,2016-01-18,0
AdgYDcc4wEwDmdmldog06LDGwldNJmctXKc8xxbDI4s=,41,30,149,149,1,2016-08-25,2016-09-25,0
ScwibEzLA9FJ0KgqIqytyF8nJE/2yfkJ3Q7HNfWUL8k=,39,30,149,149,1,2015-05-25,2015-06-23,1
F+CQS/gQEYGDVcIBYbcnVJQU9OYAqoWx83W48YgvwUk=,38,30,149,149,0,2016-08-11,2016-09-10,0
x7mPqXiZJQkDhlcSdCEVHsOzXrWDr0dh5sZpgE3CP6M=,38,30,149,149,0,2016-07-09,2016-08-08,0
BVtuu2thSRP1/oFNirFhQk6XOy124vnqM2Bh8zVKwqQ=,41,30,129,129,1,2015-03-01,2015-04-02,0
pnrm0BKKo5A4qiU2fiU1m4t9oFcP8yjSnUTnrLbSmU4=,38,0,0,149,0,2015-04-25,2015-05-25,0
YnA66JYN0Eeb0eJSa+uJ7Kk44auelkoZtAUZqnlozMY=,41,30,149,149,1,2015-06-30,2015-07-31,0
Tm3TQxv9Jz1V6Db352osT2Kh5+ZlcPr/Q+4MBbENmcs=,36,30,180,180,1,2017-02-08,2017-03-07,0
iioxI2Cri8gDlgSuSlEW+3yTKw4+dg6ZOafx9/ob1Sk=,37,30,149,149,1,2017-02-12,2017-03-12,0
IxO7DCe5d72d9hwoRi7sRRQU0pxvXGnuYwwBVHMobbY=,41,30,99,99,1,2015-12-30,2016-01-31,0
+MrH2NA6zLjhvEQyMcOsX2VpyJAqsHSGClG0nQ2wyog=,41,30,99,99,1,2016-02-20,2016-03-20,0
FojMATAosmjq/NRtLmR/GzLpfyABMRqoB5QR2WZ/+W8=,40,31,149,149,1,2015-03-27,2015-05-02,0
GhbrNpROZHtZ5wHcn1/1VqmJhxZPLMShC+O1pN9GqX0=,41,30,149,149,1,2016-10-17,2016-11-16,0
qc9iZsR1ncrQrJ6o9UQw9lQRAgNanZTVyzFWCCaYJ6Q=,41,30,149,0,1,2015-11-06,2015-12-06,0
GWut88EeZqYPOv3brF2w2nnZVYuvO8tW2PaGvhLOuno=,41,30,99,99,1,2016-11-09,2016-12-09,0
ltxKj+GWqPz1TqkQ+4T/CUa81tnA1Xh+CsnHxjN78S0=,41,30,149,0,1,2015-11-22,2015-12-22,0
iuLldv7PFhgpJm6Lvy8HFjwNDe0U/C48UV7kxiGSF90=,40,30,149,149,1,2016-04-28,2016-05-29,0
rHpAIvS0awOYXLVwdOfnSuRdY42EGmL6HNbR4MzrMJ4=,41,30,99,99,1,2016-03-11,2016-04-11,0
E3t8hKYQ4/Y+5aoY6dWEk+Frbhrwtk2VTmUbo7qIvtc=,41,30,129,129,1,2016-01-31,2016-02-29,0
n5HRxEL7htINzqHK0/MVxI6SOVswLmEGD7MrS1OJGmI=,39,30,149,149,1,2015-08-31,2015-10-24,0
aBZFp36FgkFl9LAPMOqIEHYkK6kpggU1ZQnJ/ZGoLLA=,41,30,99,99,1,2015-09-06,2015-10-06,0
OTY2hVfhZ9no+YdKq1i2K3bL+IL9nwUoo8B190aXm+k=,38,30,149,149,0,2016-06-04,2016-07-04,0
Iv7dccRYY+WJN1FzQ2mKyj8P6ppp10Q3wljNZLOxatA=,40,30,149,149,1,2015-12-10,2016-01-09,0
gIk7OLp/nEcPxrV/V4J2f3LLE8KSv9AB662+NK4eltQ=,37,30,149,149,1,2016-10-20,2016-11-19,0
IxO7DCe5d72d9hwoRi7sRRQU0pxvXGnuYwwBVHMobbY=,41,30,99,99,1,2016-10-31,2016-11-30,0
8gwWw6+vc2PgFmyPcHvMgufsisHc341Uhw2DmsxZfwU=,39,30,149,149,1,2015-12-02,2016-01-08,0
bcNFHT6KUweYb2uPZAYvZqCZBXoIHxh3Rmztv/2dui4=,41,30,149,149,1,2016-04-24,2016-05-25,0
2qkhzUdtkLLH1DR+XfoAgOtAodjCa1Dzcz4quFBJuNk=,41,30,129,129,1,2015-07-18,2015-08-17,0
nBSMZ3jmJhJmkyXXbPH/kLeNYisSneZOFWVl8GKxQwc=,38,30,149,149,0,2016-01-27,2016-02-26,0
oyGmJaAfoLt2gtOVsPflg27vbc3oCOcq/v5NH7bsev8=,41,0,0,149,1,2015-05-14,2015-05-14,1
MIbet1g7SI/n3UzZZPG1vnfZ5pDkD60ERuXKA4V5Cww=,41,30,99,99,1,2016-10-30,2016-11-30,0
8ibtKKV0R6uEGVv9FWUmOAouw8CV2lgiCSqQXsImp2s=,36,30,180,180,0,2016-06-24,2016-07-24,0
QbHEpqxvlMb1vpN1bcsf3qGeeB8/hR0oj1DLnN/AVLo=,41,30,99,99,1,2016-08-19,2016-09-19,0
/Lk1+CEOPk0nCoi9s1PHpbMvBcCAMN34wOj0v7M1nxE=,41,30,149,149,1,2015-04-02,2015-05-03,0
qMPqA8U93L99y8NyXSmcPjxH8FI1FqxM/lS9lWApiSc=,35,7,0,0,0,2016-02-25,2016-03-25,0
YIUNkRup2PWFaVn19l+jm644fKYbnqzxVnlaECn77bU=,41,30,149,149,1,2016-09-07,2016-10-07,0
lbY2XW5pw6hPbsbJLPaNsFjuZ3Gm8ZaJIfNnldGojkA=,41,30,149,149,1,2016-08-08,2016-09-08,0
pLAQMKCO+WrFvmz6Y3dzKOrfexpb3OBj35TPz42QhpQ=,36,30,180,180,0,2017-02-19,2017-03-21,0
v09XbG9Otay8ZfjKLEE1weqXi2zin9xp1NnZNetZwvQ=,37,31,149,149,1,2015-04-14,2015-05-13,0
bcoSjnbYz8dleMh6fphtvwGjwGigvVi6IlEGy/TeTlI=,36,30,150,150,0,2016-03-20,2016-04-19,0
1ojhDfr5sHOUILKW2+GFtX/8khTxAX2RZSsqi7tEd1M=,41,30,129,129,1,2016-01-03,2016-02-04,0
JU80XDOFJW7aqZcwZtrB65CxZAyiyKorMX70zGRI5Os=,28,30,150,150,0,2016-01-13,2016-02-12,0
KNYaOWDSeIFn3mYjGfcNxUbFlS9NSHOCY/206mMOyZs=,39,30,149,149,1,2015-06-30,2015-08-16,0
2gUXIxrpia1LdRT/Qkt4WzeWoXANR0qCzm/5PFI8m2M=,40,30,149,149,1,2016-02-14,2016-03-13,0
bUlrBMISxZ5xaLiZDejSVWbVt5qJSDXsGIxD0LkxW/k=,36,30,180,180,1,2017-01-12,2017-02-12,0
7NYaKn1D4fSWVjfz655dgY3vL4sAI6GISb4bKQiDs4k=,41,30,149,149,1,2015-12-18,2016-01-18,0
XTn5vDi0mdB1/wYk55x61faoZ3U7w3Q1ymVy295QGdw=,41,30,99,99,1,2016-06-20,2016-07-20,0
ItDmKKxvHOdrfEBNHCnXsN7LXQY0J59B3krSiULl4Yc=,38,410,1788,1788,0,2015-05-21,2016-07-05,0
3+cWY/R/1nhQATR1shs77NwS7pF8t3eeRY/92lVppx8=,41,30,149,149,1,2016-08-14,2016-09-14,0
Xw8zOdO2UpdsUSo05U0kOuoc/R0aNloVtp6Ma/k4l7k=,41,30,149,149,1,2015-11-21,2015-12-21,0
ZPSkmBM1zUcrG555L/5hVAnUxQ5+7FPc8LoqCBtc298=,41,30,149,149,1,2017-02-28,2017-03-31,0
mKxoVd2yjh5UBQluQ4lEtUAyzvKV7E+wJQf4DN0Qiqc=,41,30,129,129,1,2016-06-12,2016-07-12,0
+U9IemkYjm1//YIt3f5IZZPZeAD3OGo4LD3iXs/ITn8=,39,31,149,149,1,2015-02-28,2015-04-26,0
YVcsnANyE2GTSs6cOPx9j0rMU7qlMLE1WFzIfMEWj9g=,41,30,149,149,1,2015-01-31,2015-02-28,0
cgCYTc/J/7ZYbc0XbK5D3s/n1TroXo9bFqQtYrrMokA=,39,30,149,149,1,2015-11-02,2015-12-30,0
WQtmQnskWtZ2+juKqZwabQw8rJfvivVtXyAxUiKB2P0=,35,7,0,0,0,2016-10-27,2016-11-03,0
9uAxlbbgJitYgDr1pLSvUpD77cgE7PRavKdm0nFWLAo=,37,30,149,149,1,2015-07-04,2015-08-03,0
pnrm0BKKo5A4qiU2fiU1m4t9oFcP8yjSnUTnrLbSmU4=,38,30,149,149,0,2016-03-08,2016-04-07,0
21PyCmy4vM83ubhtesZZcJzqm/iq1HgR4lc9cmYSle0=,40,30,149,149,1,2015-06-27,2015-06-25,1
ogfPFe3Pb8qsVeMMR1UxjodP7pvut+qwsonSqdAmgsc=,41,30,129,129,1,2015-01-22,2015-02-23,0
MpddMvArFUp/sQhn9BuEjwVX6ZEjy4J8zUtoSp/WVvg=,28,60,300,300,0,2015-10-18,2015-12-17,0
pVzZVvGuRyCo69Y6RtaeEAPpqzYwuo0BE1rbNaXr7q0=,41,30,149,149,1,2016-07-24,2016-08-25,0
PxGd9UkPgwuHA4reOhNM3GM6fB7PvgmStQHa/iH7wbU=,40,31,149,149,1,2015-04-09,2015-05-09,0
iuLldv7PFhgpJm6Lvy8HFjwNDe0U/C48UV7kxiGSF90=,40,30,149,149,1,2016-01-28,2016-02-29,0
MXZJjazBfaN49hzZ2i62nPJUHghZE0CL5yXXnzpYiOo=,41,30,149,149,1,2015-01-07,2015-02-08,0
6pCHRZSLkWQO8UwHIG/QQ184h6+BfioxAN/NGtO9l00=,33,30,149,149,1,2017-02-28,2017-03-31,0
74OVFeaiVl4tXUuK7sKDR78IZZNJXGcK+H96ufGDmp8=,40,30,149,149,1,2017-02-19,2017-03-18,0
DCOzj+mJM0UEkBJpvhhvupXMTiZL2cnEi7cX+rPTAsA=,41,30,99,99,1,2016-09-14,2016-10-14,0
VHhX62lHIMi079x8EIdJefSW6SWHvKOHttDM32MkyhA=,41,0,0,0,1,2015-05-13,2015-05-15,1
4QPnmyG+zuDT4iC39CknVoImPYxNk76d6HCC5TcYcoI=,41,30,99,99,1,2017-02-26,2017-03-26,0
z3rrk1UdRLvqL/QlhHvH6ZGNucc6v/JW5sfWQ0ugaag=,37,30,149,149,1,2016-08-21,2016-09-20,0
W1eGv713eT+FDeB6jFjReZE5Q2F5ViwEQlYy/YmVcG0=,41,30,149,149,1,2015-10-31,2015-11-30,0
BVtuu2thSRP1/oFNirFhQk6XOy124vnqM2Bh8zVKwqQ=,41,30,129,129,1,2016-03-01,2016-04-02,0
3DYvXKx7M8EgIWfS7ZfpvTwOUGmhmOxZU4SJgiCsIGo=,27,31,149,149,1,2015-02-21,2015-03-20,0
hemF3o0f+FJ0kAcR5VQSMRsel9jVwVjbXwIG3SLXV1c=,37,30,149,149,1,2016-04-05,2016-05-04,0
WsvENCPwphPsEvrHrDGVkYx8Z+shlcG5LuPPgo751KM=,41,30,149,0,1,2016-04-10,2016-05-10,0
E3t8hKYQ4/Y+5aoY6dWEk+Frbhrwtk2VTmUbo7qIvtc=,41,30,129,129,1,2016-02-29,2016-03-31,0
Des/lIu1QDGqd0jFKwNftqV6wB98vpF5SvCqVYBlzYI=,41,30,99,99,1,2016-09-01,2016-10-01,0
NZQuE4+wfQvBNHDvnIcRTPAAbdmZTxTgrZePhB/+auQ=,30,30,100,100,1,2016-12-27,2017-01-26,0
z8D0BVmaoTXmhQaw8R0IQjpoQ/uYPk7g60lCFO3Mi+w=,41,30,149,149,1,2015-12-21,2016-01-21,0
bmBQV6WNYGnVAooafUKZuPpI7ZPPTSohLZg/pNX0UUk=,41,30,149,0,1,2016-02-09,2016-02-09,1
rmKxYqGk7W+1pqqtWzd43iDEK9BgJYFZVLFMpsV5ocI=,41,30,99,99,1,2016-05-05,2016-06-05,0
